CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2026-08-20 08:21:17.8510523,C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\ServiceProfiles\NetworkService\NTUSER.DAT,262144,8B7115649CF7E18A6CE82D3487456D648D7974D9,True,2026-08-17 21:30:23.0993745,2026-08-20 08:16:57.7067649,2026-08-20 08:16:57.7067649,00:00:00
2026-08-20 08:21:17.8663598,C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1,106496,A3585117C0ECC65118DF9725C4152035841B7D50,True,2026-08-17 21:30:23.0993745,2026-08-17 21:30:23.0993745,2026-08-17 21:30:23.0993745,00:00:00
2026-08-20 08:21:17.8821129,C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2,106496,AB2142EB4AD2E44388835C918E7BDE91C7D3095D,True,2026-08-17 21:30:23.0993745,2026-08-17 21:30:23.1150621,2026-08-17 21:30:23.1150621,00:00:00
2026-08-20 08:21:17.9287549,C:\Users\CyberJunkie\NTUSER.DAT,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\NTUSER.DAT,1048576,7DC9DAD35B635BB3437DDD18B7398D949F32E335,True,2026-08-17 09:37:10.7893784,2026-08-20 08:16:56.0191699,2026-08-20 08:16:56.0191699,00:00:00
2026-08-20 08:21:17.9600276,C:\Users\CyberJunkie\ntuser.dat.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\ntuser.dat.LOG1,479232,0DE7C9F87B6F7FCE7A3C93870DAFD5078D109388,True,2026-08-17 09:37:10.9305218,2026-08-17 09:37:10.9305218,2026-08-17 09:37:10.9305218,00:00:00
2026-08-20 08:21:17.9756147,C:\Users\CyberJunkie\ntuser.dat.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\ntuser.dat.LOG2,307200,AB91A23D8DF3C35929186CAD4ACE4339EFC1970D,True,2026-08-17 09:37:10.9305218,2026-08-17 09:37:10.9305218,2026-08-17 09:37:10.9305218,00:00:00
2026-08-20 08:21:18.0069717,C:\Windows\System32\config\DEFAULT,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\DEFAULT,524288,4DC8CB4211DA0FF57BB230C8D82C188FD36DD021,True,2019-12-07 09:03:44.5688762,2026-08-20 08:16:57.7067649,2026-08-20 08:16:57.7067649,00:00:00
2026-08-20 08:21:18.0229408,C:\Windows\System32\config\DEFAULT.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\DEFAULT.LOG1,147456,E38DB1B52D328B81D6394A08848731372613D637,True,2019-12-07 09:03:44.6786168,2019-12-07 09:03:44.6786168,2019-12-07 09:03:44.6786168,00:00:00
2026-08-20 08:21:18.0229408,C:\Windows\System32\config\DEFAULT.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\DEFAULT.LOG2,65536,5AFF8CE6FCCFAA77F04E52628F1B8A503B734130,True,2019-12-07 09:03:44.6786168,2019-12-07 09:03:44.6786168,2019-12-07 09:03:44.6786168,00:00:00
2026-08-20 08:21:18.1788102,C:\Users\CyberJunkie\AppData\Local\Microsoft\Windows\UsrClass.dat,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Local\Microsoft\Windows\UsrClass.dat,3407872,27466C64789405B0F30EF44621096C80DDBC307F,True,2026-08-17 09:37:10.9769187,2026-08-20 08:16:56.0191699,2026-08-20 08:16:56.0191699,00:00:00.0157077
2026-08-20 08:21:18.2099778,C:\Users\CyberJunkie\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1,900096,323E8D4913D00DD0B1877D2350717C163816EE9E,True,2026-08-17 09:37:10.9769187,2026-08-17 09:37:10.9769187,2026-08-17 09:37:10.9769187,00:00:00
2026-08-20 08:21:18.2729624,C:\Users\CyberJunkie\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2,720896,C3D70A69698383A26E1A21B657416A1BA1573B6F,True,2026-08-17 09:37:10.9769187,2026-08-17 09:37:10.9769187,2026-08-17 09:37:10.9769187,00:00:00
